Element
https://test.schema-repository.fitko.dev/fields/baukasten/F00000463/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00000601/1.0
https://test.schema-repository.fitko.dev/groups/baukasten/G00000253/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F60000319/1.2
https://test.schema-repository.fitko.dev/groups/baukasten/G00001408/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00002408/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00002483/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F60000240/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000241/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G00001914/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F60000227/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000228/1.2
https://test.schema-repository.fitko.dev/fields/baukasten/F60000229/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G00001399/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F60000242/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G60000088/1.2
https://test.schema-repository.fitko.dev/groups/baukasten/G60000087/2.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000246/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000249/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000247/2.2
https://test.schema-repository.fitko.dev/fields/baukasten/F60000247/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G60000087/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G60000086/2.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000244/1.2
https://test.schema-repository.fitko.dev/fields/baukasten/F60000248/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000243/1.2
https://test.schema-repository.fitko.dev/fields/baukasten/F60000243/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G60000086/1.2
https://test.schema-repository.fitko.dev/groups/baukasten/G00000255/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00000462/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00000467/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00000468/1.0
https://test.schema-repository.fitko.dev/groups/baukasten/G60000083/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000233/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000232/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000231/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G60000093/1.3
https://test.schema-repository.fitko.dev/groups/baukasten/G60000091/3.0
https://test.schema-repository.fitko.dev/groups/baukasten/G60000092/2.0
https://test.schema-repository.fitko.dev/fields/baukasten/F60000262/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G60000092/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000261/2.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000261/1.2
https://test.schema-repository.fitko.dev/groups/baukasten/G60000091/1.2
https://test.schema-repository.fitko.dev/groups/baukasten/G60000088/2.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000263/2.0
https://test.schema-repository.fitko.dev/fields/baukasten/F60000263/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G00000258/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00000464/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00000465/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00000466/1.0


