Regeln
https://test.schema-repository.fitko.dev/rules/baukasten/R00001224/1.0
https://test.schema-repository.fitko.dev/rules/baukasten/R00001223/1.0
https://test.schema-repository.fitko.dev/rules/baukasten/R00001165/1.0
https://test.schema-repository.fitko.dev/rules/baukasten/R00001166/1.0
https://test.schema-repository.fitko.dev/rules/baukasten/R60000019/1.2
https://test.schema-repository.fitko.dev/rules/baukasten/R00000042/1.0
https://test.schema-repository.fitko.dev/rules/baukasten/R00000044/1.0
https://test.schema-repository.fitko.dev/rules/baukasten/R60000020/1.3
https://test.schema-repository.fitko.dev/rules/baukasten/R60000021/1.3
https://test.schema-repository.fitko.dev/rules/baukasten/R60000023/1.1
https://test.schema-repository.fitko.dev/rules/baukasten/R60000024/1.1
