Regeln
https://test.schema-repository.fitko.dev/rules/baukasten/R00001166/1.0
https://test.schema-repository.fitko.dev/rules/baukasten/R10001165/1.0
https://test.schema-repository.fitko.dev/rules/baukasten/R00001165/1.0
