Elemente
https://test.schema-repository.fitko.dev/groups/baukasten/G00001408/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00002483/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F00002408/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F60000241/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000240/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G00001914/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F60000229/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000227/1.1
https://test.schema-repository.fitko.dev/groups/baukasten/G00001399/1.0
https://test.schema-repository.fitko.dev/fields/baukasten/F60000242/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000228/1.2
https://test.schema-repository.fitko.dev/groups/baukasten/G60000088/1.2
https://test.schema-repository.fitko.dev/groups/baukasten/G60000086/1.2
https://test.schema-repository.fitko.dev/fields/baukasten/F60000246/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000248/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000247/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000243/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000244/1.2
https://test.schema-repository.fitko.dev/groups/baukasten/G60000087/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000249/1.1
https://test.schema-repository.fitko.dev/fields/baukasten/F60000319/1.2
